"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"7371","GO:0030948",0.0170328234523292,0.99708401050856,6,10,"negative regulation of vascular endothelial growth factor receptor signaling pathway","BP"
"18112","GO:0140296",0.0170424646079706,0.992073557525404,20,53,"general transcription initiation factor binding","MF"
"11530","GO:0045732",0.0171040343703446,0.98850729854465,63,204,"positive regulation of protein catabolic process","BP"
"7091","GO:0030279",0.0171231043900482,0.993124479566966,15,37,"negative regulation of ossification","BP"
"3607","GO:0007346",0.0172154787876312,0.986762340394778,137,484,"regulation of mitotic cell cycle","BP"
"11516","GO:0045687",0.0172748553575213,0.992579112925541,17,43,"positive regulation of glial cell differentiation","BP"
"17363","GO:0098944",0.0172953044303405,0.998882325563034,4,5,"postsynaptic recycling endosome membrane","CC"
"12812","GO:0050654",0.0173251007252179,0.993656956443594,13,30,"chondroitin sulfate proteoglycan metabolic process","BP"
"11430","GO:0045579",0.0173271012591308,0.995653631622295,8,16,"positive regulation of B cell differentiation","BP"
"19210","GO:1902003",0.0173343387893393,0.993076531410525,15,36,"regulation of amyloid-beta formation","BP"
"7149","GO:0030371",0.0173532375973872,0.993343448129008,14,33,"translation repressor activity","MF"
"394","GO:0001503",0.0174419985890377,0.986878145938968,117,408,"ossification","BP"
"930","GO:0002317",0.0174527794288766,0.997623095913101,5,8,"plasma cell differentiation","BP"
"11964","GO:0046629",0.0175405642690717,0.994277070022745,11,24,"gamma-delta T cell activation","BP"
"6514","GO:0019903",0.017550487672616,0.989113582812411,45,138,"protein phosphatase binding","MF"
"15773","GO:0071705",0.0175643550613861,0.984773944027855,473,1806,"nitrogen compound transport","BP"
"15228","GO:0070670",0.0176380439729996,0.992889469276266,15,37,"response to interleukin-4","BP"
"18476","GO:0141187",0.0178031019476737,0.983950508083349,1032,4079,"nucleic acid biosynthetic process","BP"
"20516","GO:1904813",0.0178349361172118,0.989317719564791,39,121,"ficolin-1-rich granule lumen","CC"
"1249","GO:0002832",0.0178485967688235,0.989481152873595,37,113,"negative regulation of response to biotic stimulus","BP"
"12267","GO:0047756",0.0178703807531019,1,3,3,"chondroitin 4-sulfotransferase activity","MF"
"19815","GO:1903432",0.017945178668731,0.989921934257735,32,93,"regulation of TORC1 signaling","BP"
"11489","GO:0045651",0.0179665186869415,0.995460198910036,8,16,"positive regulation of macrophage differentiation","BP"
"9712","GO:0035979",0.0180342032078637,1,3,3,"histone H2AXS139 kinase activity","MF"
"250","GO:0000768",0.0180490821071668,0.991371318008582,21,56,"syncytium formation by plasma membrane fusion","BP"
"18094","GO:0140253",0.0180490821071668,0.991371318008582,21,56,"cell-cell fusion","BP"
"12771","GO:0050435",0.0180522977582923,0.991580131398916,20,52,"amyloid-beta metabolic process","BP"
"9102","GO:0034511",0.0180817525105813,0.996858257749181,6,10,"U3 snoRNA binding","MF"
"6525","GO:0019941",0.0182653179569099,0.985454548015198,178,643,"modification-dependent protein catabolic process","BP"
"21545","GO:2000271",0.0183523102265977,0.996799449644103,6,10,"positive regulation of fibroblast apoptotic process","BP"
"12865","GO:0050766",0.0183717744539013,0.990644576713528,24,68,"positive regulation of phagocytosis","BP"
"4073","GO:0008637",0.0183774638953324,0.989494749025182,33,101,"apoptotic mitochondrial changes","BP"
"3425","GO:0006984",0.0184491762424327,0.99178263895179,18,46,"ER-nucleus signaling pathway","BP"
"4401","GO:0009595",0.0184684674527872,0.992795446180908,14,34,"detection of biotic stimulus","BP"
"18050","GO:0140096",0.0184943375396763,0.983796710223076,554,2117,"catalytic activity, acting on a protein","MF"
"21438","GO:2000058",0.0187012491959383,0.987900253186034,52,165,"regulation of ubiquitin-dependent protein catabolic process","BP"
"14154","GO:0060628",0.0187361627371785,0.996715616952954,6,10,"regulation of ER to Golgi vesicle-mediated transport","BP"
"4413","GO:0009628",0.0188376393234994,0.984242574961808,288,1072,"response to abiotic stimulus","BP"
"8012","GO:0032271",0.0188592308731852,0.987389276000014,60,193,"regulation of protein polymerization","BP"
"9596","GO:0035754",0.0188798083206506,0.997371466622359,5,8,"B cell chemotaxis","BP"
"4942","GO:0012506",0.0188881891857215,0.98405035834083,322,1207,"vesicle membrane","CC"
"6932","GO:0030030",0.018909912294803,0.983743837667179,410,1533,"cell projection organization","BP"
"11398","GO:0045445",0.0189111481770265,0.988912182738734,36,108,"myoblast differentiation","BP"
"2706","GO:0005833",0.0190329091100236,0.997044961467032,5,9,"hemoglobin complex","CC"
"18255","GO:0140677",0.0193315049627962,0.983897740399303,270,1027,"molecular function activator activity","MF"
"64","GO:0000139",0.0194139732335144,0.984444615293879,185,665,"Golgi membrane","CC"
"8367","GO:0032786",0.0194245726902053,0.99060840835814,21,57,"positive regulation of DNA-templated transcription, elongation","BP"
"10351","GO:0042481",0.0194393845903815,0.994420026985508,9,19,"regulation of odontogenesis","BP"
"5975","GO:0016922",0.019460962178873,0.987985517589843,43,131,"nuclear receptor binding","MF"
"17900","GO:0120103",0.0195464245048603,0.996537144909451,6,10,"centriolar subdistal appendage","CC"
"10267","GO:0042327",0.0195559399901281,0.985044482102066,127,445,"positive regulation of phosphorylation","BP"
"11479","GO:0045637",0.0195815457956394,0.986894304415233,59,195,"regulation of myeloid cell differentiation","BP"
"10717","GO:0043236",0.0196900606188575,0.993030791025488,12,27,"laminin binding","MF"
"5269","GO:0015377",0.0196920337634375,0.993925602215453,10,21,"chloride:monoatomic cation symporter activity","MF"
"16241","GO:0072687",0.0198095289815408,0.994894340426962,8,16,"meiotic spindle","CC"
"10948","GO:0043632",0.019810904653378,0.984168924940521,179,648,"modification-dependent macromolecule catabolic process","BP"
"1052","GO:0002504",0.0198988870660531,0.992097516945299,14,35,"antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","BP"
"5246","GO:0015296",0.0200173916999528,0.993324705070686,11,24,"monoatomic anion:monoatomic cation symporter activity","MF"
"4696","GO:0010638",0.0201559018133742,0.98434597331077,141,500,"positive regulation of organelle organization","BP"
"11201","GO:0044837",0.0202943012873197,0.996370629619782,6,10,"actomyosin contractile ring organization","BP"
"7038","GO:0030203",0.0203167826586876,0.988018719394627,36,108,"glycosaminoglycan metabolic process","BP"
"3403","GO:0006949",0.0204106016176618,0.989889124698213,22,60,"syncytium formation","BP"
"6824","GO:0022008",0.0204403069568399,0.982308831485015,441,1659,"neurogenesis","BP"
"3581","GO:0007272",0.0204686171224504,0.986816146448114,50,156,"ensheathment of neurons","BP"
"3917","GO:0008366",0.0204686171224504,0.986816146448114,50,156,"axon ensheathment","BP"
"5450","GO:0015868",0.0205091162118149,0.991879607488085,14,34,"purine ribonucleotide transport","BP"
"5624","GO:0016235",0.0205743139040068,0.99185010498756,14,34,"aggresome","CC"
"21096","GO:1990166",0.020596217946417,0.99464918097211,8,16,"protein localization to site of double-strand break","BP"
"16530","GO:0090224",0.0206179643804752,0.990650198744499,18,47,"regulation of spindle organization","BP"
"4511","GO:0009986",0.0207326981375574,0.982991754552422,226,834,"cell surface","CC"
"9854","GO:0036293",0.0207458144027101,0.984996674509545,87,295,"response to decreased oxygen levels","BP"
"330","GO:0000987",0.0207658956375501,0.982549703386978,295,1097,"cis-regulatory region sequence-specific DNA binding","MF"
"17215","GO:0098698",0.0210021914652966,0.991722069814885,14,33,"postsynaptic specialization assembly","BP"
"1240","GO:0002823",0.0211843731870854,0.989627461222823,21,58,"negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP"
"4117","GO:0008821",0.0211897479968231,0.996951953933432,5,8,"crossover junction DNA endonuclease activity","MF"
"13115","GO:0051146",0.0212026017220864,0.984759067350618,84,279,"striated muscle cell differentiation","BP"
"15611","GO:0071453",0.0213947921371075,0.986162218375485,50,158,"cellular response to oxygen levels","BP"
"8359","GO:0032774",0.0214406446684795,0.980634198109973,1004,3971,"RNA biosynthetic process","BP"
"11570","GO:0045807",0.0215041660979277,0.986272718482217,47,150,"positive regulation of endocytosis","BP"
"11974","GO:0046639",0.0215050373331644,0.992194289935443,12,28,"negative regulation of alpha-beta T cell differentiation","BP"
"17467","GO:0099175",0.0215181305397134,0.986315531055437,47,144,"regulation of postsynapse organization","BP"
"21850","GO:2000725",0.0215525476038776,0.99434834922569,8,16,"regulation of cardiac muscle cell differentiation","BP"
"10823","GO:0043405",0.0217030757769548,0.987009046062143,37,113,"regulation of MAP kinase activity","BP"
"7048","GO:0030213",0.0218333575514909,0.995047654322861,7,13,"hyaluronan biosynthetic process","BP"
"5962","GO:0016894",0.022090040949923,0.994013638552726,8,17,"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters","MF"
"5871","GO:0016757",0.0221299258839059,0.984400638708941,74,247,"glycosyltransferase activity","MF"
"4944","GO:0012510",0.0222035567830636,0.993464219084848,9,19,"trans-Golgi network transport vesicle membrane","CC"
"8327","GO:0032728",0.0222062192593921,0.990446081215797,16,40,"positive regulation of interferon-beta production","BP"
"7577","GO:0031396",0.0222279080542713,0.985012395038862,59,194,"regulation of protein ubiquitination","BP"
"5541","GO:0016070",0.0222320809984869,0.979878090517688,1048,4150,"RNA metabolic process","BP"
"17145","GO:0098562",0.0222435805723252,0.984860529600233,62,202,"cytoplasmic side of membrane","CC"
"9855","GO:0036294",0.0222457911428525,0.985862735552731,46,144,"cellular response to decreased oxygen levels","BP"
"13372","GO:0051649",0.0222799245205726,0.980524405221836,499,1910,"establishment of localization in cell","BP"
"8331","GO:0032732",0.0223169923267102,0.988586783925721,23,65,"positive regulation of interleukin-1 production","BP"
"12917","GO:0050840",0.0223567965343733,0.988620985300437,23,63,"extracellular matrix binding","MF"
"13084","GO:0051101",0.0223645747290864,0.98835426067392,24,69,"regulation of DNA binding","BP"
"5111","GO:0015031",0.0224821535540289,0.980762908717757,361,1364,"protein transport","BP"
"9050","GO:0034405",0.0225281797438669,0.990959332998727,14,34,"response to fluid shear stress","BP"
"7254","GO:0030660",0.0225491785538483,0.989134634219476,20,54,"Golgi-associated vesicle membrane","CC"
"10665","GO:0043161",0.0225778820877033,0.982679774426269,124,438,"proteasome-mediated ubiquitin-dependent protein catabolic process","BP"
"6716","GO:0021782",0.0225993379500711,0.985953146007652,42,130,"glial cell development","BP"
"13524","GO:0051960",0.022602053062719,0.982660119383205,125,432,"regulation of nervous system development","BP"
"21990","GO:2001057",0.0227365215257154,0.987478448831922,28,82,"reactive nitrogen species metabolic process","BP"
"7119","GO:0030316",0.0227508611510933,0.986658510946907,34,103,"osteoclast differentiation","BP"
"21807","GO:2000646",0.0227632993338776,0.996657973394763,5,8,"positive regulation of receptor catabolic process","BP"
"3314","GO:0006796",0.022795471436181,0.979902629062127,573,2222,"phosphate-containing compound metabolic process","BP"
"8416","GO:0032869",0.0228914477104696,0.984447377949688,61,198,"cellular response to insulin stimulus","BP"
"7331","GO:0030879",0.0228952820272407,0.985863331587466,41,125,"mammary gland development","BP"
"13175","GO:0051258",0.0229189683482692,0.983508491334005,82,277,"protein polymerization","BP"
"19308","GO:1902235",0.023040295746878,0.991039442559461,13,32,"regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","BP"
"11397","GO:0045444",0.0230554367355781,0.984015352193373,67,222,"fat cell differentiation","BP"
"11660","GO:0045959",0.0231167175881727,0.996591065265782,5,8,"negative regulation of complement activation, classical pathway","BP"
"21547","GO:2000273",0.0232209560864642,0.99195049596507,11,25,"positive regulation of signaling receptor activity","BP"
"5448","GO:0015866",0.0233025607777098,0.995354608030403,6,11,"ADP transport","BP"
"16870","GO:0097191",0.0234182631965666,0.983783399738966,66,221,"extrinsic apoptotic signaling pathway","BP"
"19160","GO:1901875",0.0234305521740983,0.985472397804277,41,128,"positive regulation of post-translational protein modification","BP"
"11721","GO:0046073",0.0234681400704867,0.997537412227771,4,6,"dTMP metabolic process","BP"
"19072","GO:1901623",0.0235112168695897,0.992263048891402,10,23,"regulation of lymphocyte chemotaxis","BP"
"11158","GO:0044703",0.0236069154795366,0.984131629932618,57,188,"multi-organism reproductive process","BP"
"11379","GO:0045334",0.0236267614279169,0.986794080386689,29,85,"clathrin-coated endocytic vesicle","CC"
"2787","GO:0005975",0.0236903292507331,0.981331747954139,150,541,"carbohydrate metabolic process","BP"
"9313","GO:0035235",0.0237070745919665,0.991866300473469,11,24,"ionotropic glutamate receptor signaling pathway","BP"
"12942","GO:0050871",0.0237615395526706,0.986858986020775,28,82,"positive regulation of B cell activation","BP"
"7870","GO:0032006",0.0238546697648773,0.984841992948944,45,141,"regulation of TOR signaling","BP"
"16115","GO:0072332",0.0238589682878029,0.986799957060434,28,82,"intrinsic apoptotic signaling pathway by p53 class mediator","BP"
"17024","GO:0097502",0.0238725970389612,0.992242383317035,10,22,"mannosylation","BP"
"2667","GO:0005768",0.0238819697232357,0.979957139743871,277,1034,"endosome","CC"
"5660","GO:0016301",0.023947849382431,0.980582229254856,194,694,"kinase activity","MF"
"8920","GO:0034162",0.0239739243960795,0.992838770002948,9,19,"toll-like receptor 9 signaling pathway","BP"
"6076","GO:0017169",0.0240025951023875,0.996421967180548,5,8,"CDP-alcohol phosphatidyltransferase activity","MF"
"11015","GO:0044024",0.0240063710357414,0.983085344367519,73,235,"histone H2AS1 kinase activity","MF"
"18409","GO:0140995",0.0240063710357414,0.983085344367519,73,235,"histone H2A kinase activity","MF"
"7310","GO:0030851",0.0240552183750702,0.98981879298056,15,38,"granulocyte differentiation","BP"
"1201","GO:0002756",0.0241347485055315,0.993521339011234,8,16,"MyD88-independent toll-like receptor signaling pathway","BP"
"17181","GO:0098644",0.0241665346695541,0.992267206743561,10,21,"complex of collagen trimers","CC"
"8381","GO:0032801",0.024238613121419,0.991033372354511,12,28,"receptor catabolic process","BP"
"3313","GO:0006793",0.0243586607181607,0.978495688894893,573,2224,"phosphorus metabolic process","BP"
"7429","GO:0031077",0.024374158892444,0.996350459920651,5,8,"post-embryonic camera-type eye development","BP"
"472","GO:0001637",0.0244297969396979,0.991354238615707,11,26,"G protein-coupled chemoattractant receptor activity","MF"
"2267","GO:0004950",0.0244297969396979,0.991354238615707,11,26,"chemokine receptor activity","MF"
"13759","GO:0060056",0.0244405335887706,0.996337650284296,5,8,"mammary gland involution","BP"
"679","GO:0001934",0.0245803508125023,0.981162411463382,120,422,"positive regulation of protein phosphorylation","BP"
"5662","GO:0016308",0.0245897700558808,0.99630880965857,5,8,"1-phosphatidylinositol-4-phosphate 5-kinase activity","MF"
"3655","GO:0007517",0.0246280152955866,0.981681963946559,98,337,"muscle organ development","BP"
"1037","GO:0002478",0.0246856530798663,0.989453922533859,15,39,"antigen processing and presentation of exogenous peptide antigen","BP"
"16696","GO:0090630",0.024860557590746,0.989495141418489,15,37,"activation of GTPase activity","BP"
"10375","GO:0042552",0.0248659664832515,0.983831699916957,49,154,"myelination","BP"
"15364","GO:0070948",0.0248729055082714,0.997338630765828,4,6,"regulation of neutrophil mediated cytotoxicity","BP"
"15165","GO:0070552",0.024878012615781,0.997337900556575,4,6,"BRISC complex","CC"
"4477","GO:0009888",0.0248797154459598,0.978278604688137,470,1798,"tissue development","BP"
"2099","GO:0004697",0.0249123644913835,0.993268246175443,8,16,"diacylglycerol-dependent serine/threonine kinase activity","MF"
"10800","GO:0043376",0.0250094459759801,0.99622741357268,5,8,"regulation of CD8-positive, alpha-beta T cell differentiation","BP"
"3598","GO:0007320",0.0250532802113381,0.994913796409184,6,11,"insemination","BP"
"14776","GO:0062023",0.0252386747614475,0.98078723172807,113,400,"collagen-containing extracellular matrix","CC"
"6267","GO:0019208",0.0253263784947831,0.985011625794565,34,103,"phosphatase regulator activity","MF"
"11962","GO:0046627",0.0253314184372513,0.989201372670621,15,38,"negative regulation of insulin receptor signaling pathway","BP"
"13220","GO:0051341",0.0253399335334487,0.987842276535388,19,52,"regulation of oxidoreductase activity","BP"
"12833","GO:0050681",0.0253766530509428,0.991070379536393,11,25,"nuclear androgen receptor binding","MF"
"1166","GO:0002704",0.0253921420126453,0.986803452275537,23,66,"negative regulation of leukocyte mediated immunity","BP"
"14146","GO:0060612",0.0254891804662383,0.987294407227369,21,57,"adipose tissue development","BP"
"10636","GO:0043112",0.0256212623395438,0.986302829076733,25,71,"receptor metabolic process","BP"
"3101","GO:0006508",0.0256453975058146,0.977797020257322,406,1566,"proteolysis","BP"
"5723","GO:0016447",0.0256950792553949,0.986910490045577,22,61,"somatic recombination of immunoglobulin gene segments","BP"
"780","GO:0002068",0.0258248202611218,0.989866410824614,13,31,"glandular epithelial cell development","BP"
"4697","GO:0010639",0.0259091450089942,0.980587482527038,101,350,"negative regulation of organelle organization","BP"
"6963","GO:0030100",0.0259818209122076,0.981124499149592,83,285,"regulation of endocytosis","BP"
"17453","GO:0099151",0.0259939432144696,0.992913230461556,8,16,"regulation of postsynaptic density assembly","BP"
"9240","GO:0034987",0.0260430043367491,0.994660812088684,6,11,"immunoglobulin receptor binding","MF"
"10888","GO:0043525",0.0260808557532248,0.98643753042375,23,65,"positive regulation of neuron apoptotic process","BP"
"8252","GO:0032611",0.0261660656492568,0.985190647441823,29,87,"interleukin-1 beta production","BP"
"8280","GO:0032651",0.0261660656492568,0.985190647441823,29,87,"regulation of interleukin-1 beta production","BP"
"6674","GO:0021692",0.0262183362366855,0.992839147688675,8,16,"cerebellar Purkinje cell layer morphogenesis","BP"
"5362","GO:0015734",0.0262575608172855,0.995982831905462,5,8,"taurine transmembrane transport","BP"
"10547","GO:0042918",0.0262575608172855,0.995982831905462,5,8,"alkanesulfonate transmembrane transport","BP"
"6511","GO:0019900",0.0264067309189176,0.978332639502029,210,767,"kinase binding","MF"
"9251","GO:0035023",0.0264723733384156,0.985255817192521,28,80,"regulation of Rho protein signal transduction","BP"
"12852","GO:0050727",0.0264982333295336,0.98006892129875,102,363,"regulation of inflammatory response","BP"
"11428","GO:0045577",0.0265044875086926,0.989471040968871,13,32,"regulation of B cell differentiation","BP"
"7060","GO:0030225",0.0265464826617217,0.98639282349764,22,62,"macrophage differentiation","BP"
"8181","GO:0032493",0.0266813029490389,0.99589895367098,5,8,"response to bacterial lipoprotein","BP"
"17871","GO:0120036",0.0267431815857366,0.976871705127167,397,1491,"plasma membrane bounded cell projection organization","BP"
"12493","GO:0048488",0.026755182277252,0.985440361511449,26,74,"synaptic vesicle endocytosis","BP"
"16443","GO:0090091",0.0268249285422012,0.995870427959824,5,8,"positive regulation of extracellular matrix disassembly","BP"
"10186","GO:0042130",0.0268376162397916,0.985727195004186,24,70,"negative regulation of T cell proliferation","BP"
"6809","GO:0021978",0.0270825786211716,0.994392229491581,6,11,"telencephalon regionalization","BP"
"1048","GO:0002495",0.0270900500925608,0.989120446187747,13,33,"antigen processing and presentation of peptide antigen via MHC class II","BP"
"4","GO:0000014",0.0271499341329887,0.994374728284403,6,11,"single-stranded DNA endodeoxyribonuclease activity","MF"
"2720","GO:0005856",0.0272086872921759,0.97593691118837,569,2198,"cytoskeleton","CC"
"8336","GO:0032740",0.0272208684738182,0.99018884782228,11,26,"positive regulation of interleukin-17 production","BP"
"10098","GO:0039530",0.0272301694678031,0.994353864826748,6,11,"MDA-5 signaling pathway","BP"
"13132","GO:0051174",0.0274747820347291,0.977268385278748,225,835,"regulation of phosphorus metabolic process","BP"
"11054","GO:0044248",0.0275733878009197,0.976687136165584,287,1090,"cellular catabolic process","BP"
"13117","GO:0051148",0.027629435320191,0.985810889424073,22,61,"negative regulation of muscle cell differentiation","BP"
"10874","GO:0043507",0.0276662398390109,0.989545127818126,12,28,"positive regulation of JUN kinase activity","BP"
"386","GO:0001228",0.0276927482868946,0.978664737287624,120,423,"DNA-binding transcription activator activity, RNA polymerase II-specific","MF"
"11159","GO:0044706",0.0277124636883627,0.981093370206218,58,194,"multi-multicellular organism process","BP"
"3480","GO:0007088",0.0277214224948661,0.983025853394596,37,116,"regulation of mitotic nuclear division","BP"
"5976","GO:0016925",0.0277404129693408,0.98547773312537,23,65,"protein sumoylation","BP"
"5884","GO:0016780",0.027752824902991,0.990732694619789,10,22,"phosphotransferase activity, for other substituted phosphate groups","MF"
"7298","GO:0030833",0.0277820141124147,0.982664193338561,40,124,"regulation of actin filament polymerization","BP"
"4256","GO:0009170",0.0278994759479058,0.994179167383427,6,11,"purine deoxyribonucleoside monophosphate metabolic process","BP"
"2414","GO:0005201",0.0279047443509296,0.981707746132156,49,154,"extracellular matrix structural constituent","MF"
"8332","GO:0032733",0.02814150332558,0.987755928381442,15,39,"positive regulation of interleukin-10 production","BP"
"478","GO:0001650",0.0282188743661191,0.981721118171671,46,147,"fibrillar center","CC"
"21609","GO:2000353",0.0283088720787074,0.991093128294232,9,20,"positive regulation of endothelial cell apoptotic process","BP"
"6976","GO:0030121",0.0284530009428171,0.994033809665368,6,11,"AP-1 adaptor complex","CC"
"15546","GO:0071346",0.0284679358925067,0.983415474882603,31,94,"cellular response to type II interferon","BP"
"12641","GO:0048771",0.028473517696433,0.981012971061743,52,169,"tissue remodeling","BP"
"14110","GO:0060558",0.0285158916181411,0.996804370422987,4,6,"regulation of calcidiol 1-monooxygenase activity","BP"
"3489","GO:0007099",0.0285201577832068,0.987241047815565,16,41,"centriole replication","BP"
"11487","GO:0045649",0.0286293976595982,0.990239721664488,10,23,"regulation of macrophage differentiation","BP"
"16569","GO:0090287",0.0286981732556486,0.978810781222243,89,305,"regulation of cellular response to growth factor stimulus","BP"
"6127","GO:0018193",0.0287109471889527,0.976912572009055,168,609,"peptidyl-amino acid modification","BP"
"11310","GO:0045171",0.0287254919257577,0.983597709783835,29,87,"intercellular bridge","CC"
"15231","GO:0070673",0.0287550513346383,0.993954157426992,6,11,"response to interleukin-18","BP"
"17011","GO:0097486",0.0288940008657687,0.996747421724293,4,6,"multivesicular body lumen","CC"
"959","GO:0002360",0.0290592001027472,0.986966727086226,16,41,"T cell lineage commitment","BP"
"13939","GO:0060325",0.0291480604349265,0.98825054507684,13,32,"face morphogenesis","BP"
"12895","GO:0050804",0.0293523061886783,0.977080246931984,131,459,"modulation of chemical synaptic transmission","BP"
"2985","GO:0006309",0.0294756191745205,0.991520068272967,8,17,"apoptotic DNA fragmentation","BP"
"10825","GO:0043407",0.0295464958405513,0.987495408258791,14,36,"negative regulation of MAP kinase activity","BP"
"4373","GO:0009411",0.0296411738419208,0.980616972725628,47,152,"response to UV","BP"
"12876","GO:0050777",0.0296745721187752,0.979809018023591,56,187,"negative regulation of immune response","BP"
"7034","GO:0030199",0.0296892298762617,0.983883515375812,25,71,"collagen fibril organization","BP"
"19604","GO:1902993",0.0298415450751055,0.989074080254932,11,26,"positive regulation of amyloid precursor protein catabolic process","BP"
"13942","GO:0060330",0.0298484644577092,0.992419568292371,7,14,"regulation of response to type II interferon","BP"
"13946","GO:0060334",0.0298484644577092,0.992419568292371,7,14,"regulation of type II interferon-mediated signaling pathway","BP"
"18082","GO:0140238",0.0298834901225208,0.983322017609004,27,78,"presynaptic endocytosis","BP"
"12575","GO:0048660",0.030040448888556,0.980770494903799,43,136,"regulation of smooth muscle cell proliferation","BP"
"11320","GO:0045184",0.0303089113947189,0.97357491195518,427,1636,"establishment of protein localization","BP"
"12251","GO:0047676",0.030466647573662,0.993498440066982,6,11,"arachidonate-CoA ligase activity","MF"
"7180","GO:0030496",0.0304932454997866,0.978942012726908,60,199,"midbody","CC"
"7116","GO:0030312",0.0305226710647529,0.975819532703503,144,522,"external encapsulating structure","CC"
"4686","GO:0010628",0.0305662176095786,0.974083449332739,287,1087,"positive regulation of gene expression","BP"
"12574","GO:0048659",0.0305899966452642,0.980275558697857,44,140,"smooth muscle cell proliferation","BP"
"3091","GO:0006491",0.0305901144450557,0.989601432789764,10,22,"N-glycan processing","BP"
"6529","GO:0019956",0.0307000549918022,0.987431600016532,13,33,"chemokine binding","MF"
"11449","GO:0045602",0.0308264905391627,0.995056802370656,5,8,"negative regulation of endothelial cell differentiation","BP"
"3226","GO:0006661",0.0308651874559739,0.98111559643442,36,110,"phosphatidylinositol biosynthetic process","BP"
"17468","GO:0099177",0.03091265798804,0.975806590242953,131,460,"regulation of trans-synaptic signaling","BP"
"7342","GO:0030890",0.0309328856814998,0.985937683609414,16,42,"positive regulation of B cell proliferation","BP"
"21885","GO:2000785",0.0309672541707791,0.985165285442707,18,48,"regulation of autophagosome assembly","BP"
"10795","GO:0043371",0.0310679444403106,0.989249315143535,10,23,"negative regulation of CD4-positive, alpha-beta T cell differentiation","BP"
"18407","GO:0140993",0.031100623456049,0.975919106895308,121,416,"histone modifying activity","MF"
"8161","GO:0032471",0.0311392364346885,0.996403669850588,4,6,"negative regulation of endoplasmic reticulum calcium ion concentration","BP"
"4417","GO:0009636",0.0311687493136405,0.977929934814643,67,233,"response to toxic substance","BP"
"7896","GO:0032045",0.0311861940770072,0.98920088057489,10,23,"guanyl-nucleotide exchange factor complex","CC"
"6847","GO:0022411",0.0311997378652495,0.975855794037029,119,422,"cellular component disassembly","BP"
"21583","GO:2000319",0.0312204829543213,0.988479955890196,11,26,"regulation of T-helper 17 cell differentiation","BP"
"13144","GO:0051216",0.0312659402058484,0.978440918482014,59,196,"cartilage development","BP"
"11303","GO:0045159",0.0312691599183765,0.993282262746855,6,11,"myosin II binding","MF"
"2990","GO:0006325",0.031286968288816,0.973619921044408,267,994,"chromatin organization","BP"
"16515","GO:0090200",0.0312939058708301,0.989790329068716,9,21,"positive regulation of release of cytochrome c from mitochondria","BP"
"775","GO:0002063",0.0313050631814795,0.987240555415063,13,32,"chondrocyte development","BP"
"8569","GO:0033089",0.0313535874617062,0.993259428534825,6,11,"positive regulation of T cell differentiation in thymus","BP"
"7959","GO:0032182",0.0313852389049565,0.980470297556662,38,118,"ubiquitin-like protein binding","MF"
"9533","GO:0035666",0.0314971586519275,0.99322055863855,6,11,"TRIF-dependent toll-like receptor signaling pathway","BP"
"6278","GO:0019220",0.0315664196279012,0.973775108890834,224,834,"regulation of phosphate metabolic process","BP"
"9719","GO:0035989",0.0315919309507012,0.996333222172567,4,6,"tendon development","BP"
"3464","GO:0007049",0.0316381778503022,0.97243972217652,414,1590,"cell cycle","BP"
"3694","GO:0007617",0.0317051086646543,0.987629144111393,12,29,"mating behavior","BP"
"13846","GO:0060179",0.0318396885665009,0.996294507208694,4,6,"male mating behavior","BP"
"15754","GO:0071674",0.0318715680785342,0.977736593550606,62,213,"mononuclear cell migration","BP"
"17130","GO:0098534",0.0318931270898921,0.985037776071761,17,45,"centriole assembly","BP"
"2107","GO:0004709",0.0319713696230046,0.988293942940727,11,25,"MAP kinase kinase kinase activity","MF"
"3370","GO:0006892",0.03201774175515,0.98034896704647,36,110,"post-Golgi vesicle-mediated transport","BP"
"15128","GO:0070482",0.0320195985194628,0.976089620732185,92,319,"response to oxygen levels","BP"
"21457","GO:2000105",0.0320718161741562,0.991718221278519,7,14,"positive regulation of DNA-templated DNA replication","BP"
"18732","GO:1900077",0.0320780021594747,0.985782099259464,15,39,"negative regulation of cellular response to insulin stimulus","BP"
"6683","GO:0021702",0.0321094544622465,0.993054229147269,6,11,"cerebellar Purkinje cell differentiation","BP"
"3813","GO:0008194",0.0321557226031558,0.979419378335281,42,133,"UDP-glycosyltransferase activity","MF"
"15171","GO:0070561",0.0323717209694325,0.992982709424529,6,11,"vitamin D receptor signaling pathway","BP"
"5733","GO:0016477",0.0324403328892581,0.97188795767459,379,1446,"cell migration","BP"
"6501","GO:0019884",0.0324869851816921,0.984598950929826,17,47,"antigen processing and presentation of exogenous antigen","BP"
"19211","GO:1902004",0.0325144725791638,0.989489095544707,9,20,"positive regulation of amyloid-beta formation","BP"
"18925","GO:1901137",0.0325392713142042,0.973925552113202,155,570,"carbohydrate derivative biosynthetic process","BP"
"19752","GO:1903322",0.0325728949096053,0.979367193631185,40,127,"positive regulation of protein modification by small protein conjugation or removal","BP"
